county.fips,state,year,whitemale,whitefemale,blackmale,blackfemale,other.male,other.female
9003,CT,1992,245297,274641,26546,30824,26359,29238
9003,CT,1996,234570,263715,27655,32659,29957,33877
9003,CT,2000,228753,257538,30208,35479,35526,39479
9003,CT,2004,226023,253444,32937,38379,42584,47267
9003,CT,2008,224544,249967,35644,41405,50526,55474
9003,CT,2012,221969,244586,38861,44341,59738,64295
9005,CT,1992,60837,65961,596,528,1281,1292
9005,CT,1996,61132,66508,648,578,1589,1662
9005,CT,2000,61619,67229,727,644,1985,2100
9005,CT,2004,63569,68884,835,739,2788,2959
9005,CT,2008,64903,69693,970,848,3390,3768
9005,CT,2012,65029,69500,1071,873,3951,4327
9007,CT,1992,48553,52952,1762,2000,1562,1632
9007,CT,1996,49426,53840,1906,2159,1893,
9007,CT,2000,51010,55561,2134,2400,2431,2520
9007,CT,2004,52565,56960,2327,2672,3107,3268
9007,CT,2008,53805,58221,2441,2831,3833,3956
9007,CT,2012,54086,58351,2787,3116,4462,4725
9009,CT,1992,235962,266958,23542,29226,21174,22193
9009,CT,1996,228370,258478,24436,30905,25733,27182
9009,CT,2000,223746,253238,26269,33224,31846,33017
9009,CT,2004,223110,250898,28472,35944,39402,40999
9009,CT,2008,221129,247188,31127,39016,46885,49539
9009,CT,2012,219137,242991,33967,41352,54198,58059
9011,CT,1992,82967,85115,4137,3796,4402,4511
9011,CT,1996,82963,86025,4768,4136,5591,5628
9011,CT,2000,80958,85644,5203,4518,6753,6753
9011,CT,2004,82110,86735,5804,5016,9281,9106
9011,CT,2008,82936,86936,6311,5206,11522,11517
9011,CT,2012,83530,86541,6652,5521,13432,13388
9013,CT,1992,43394,44951,1403,596,1987,1617
9013,CT,1996,43398,45128,1648,690,2335,1859
9013,CT,2000,44515,46508,1962,851,3066,2162
9013,CT,2004,47294,48990,2309,1057,3866,2864
9013,CT,2008,49585,51005,2506,1209,4295,3427
9013,CT,2012,49561,51059,2239,1441,4725,4168
9015,CT,1992,33326,36759,428,322,1630,1730
9015,CT,1996,33986,37154,591,400,2110,2137
9015,CT,2000,34292,37244,794,507,2821,2641
9015,CT,2004,36054,38714,879,595,3390,3235
9015,CT,2008,37569,39948,941,611,3793,3749
9015,CT,2012,37869,40250,1019,665,4363,4448
10001,DE,1992,30850,32778,6249,7358,1470,1752
10001,DE,1996,31448,34074,6867,8230,1767,2125
10001,DE,2000,31870,34842,7671,9239,2190,2554
10001,DE,2004,34543,37755,8837,10718,2911,3323
10001,DE,2008,37980,41792,11080,13395,3836,4420
10001,DE,2012,40097,43614,12644,15212,4809,5506
10003,DE,1992,127080,139066,23449,27922,7625,7188
10003,DE,1996,128424,140298,27016,32154,10302,9663
10003,DE,2000,127463,139627,30528,36635,13780,12815
10003,DE,2004,126623,138713,34448,41339,17931,17006
10003,DE,2008,124834,136633,38473,46301,22090,21166
10003,DE,2012,125350,136659,41746,50287,25660,25314
10005,DE,1992,36167,39639,5766,6744,1202,1036
10005,DE,1996,41555,45533,6371,7432,2004,1594
10005,DE,2000,46526,50893,7063,8151,3361,2516
10005,DE,2004,51462,55948,7392,8561,4635,3743
10005,DE,2008,57317,62623,7926,9019,6043,5178
10005,DE,2012,60551,66629,8521,9571,7051,6165
11001,DC,1992,66978,70700,126979,161766,19049,18799
11001,DC,1996,65223,68028,113295,146668,21628,21055
11001,DC,2000,70004,70265,108777,140635,23537,23544
11001,DC,2004,73778,74506,103369,133994,25448,25995
11001,DC,2008,85136,86269,99196,127743,27729,29296
11001,DC,2012,98928,100430,103205,132145,33527,36047
12001,FL,1992,52707,54328,9797,12495,5116,4676
12001,FL,1996,55145,57194,11028,13629,6447,6220
12001,FL,2000,57616,59993,12001,14646,7944,7815
12001,FL,2004,59421,62470,13143,15823,10033,10035
12001,FL,2008,62253,65182,14669,17854,12011,12374
12001,FL,2012,63147,66926,15580,19424,13797,14524
12003,FL,1992,5504,5379,1300,671,,
12003,FL,1996,5997,5828,1319,721,,
12003,FL,2000,6553,6363,1350,792,308,132
12003,FL,2004,7166,7003,1581,823,306,172
12003,FL,2008,7895,7869,1748,944,300,215
12003,FL,2012,8134,8095,1756,973,329,263
12005,FL,1992,40898,42423,3888,4735,1639,2142
12005,FL,1996,44450,45928,4448,5120,2076,2600
12005,FL,2000,45957,47425,4799,5379,2446,2922
12005,FL,2004,49262,50916,5254,5850,3157,3654
12005,FL,2008,51123,52767,5806,6220,3985,4487
12005,FL,2012,53134,54843,6512,6771,4661,5318
12007,FL,1992,7016,6339,2568,994,358,
12007,FL,1996,7498,6678,2851,1069,392,
12007,FL,2000,7810,7038,2977,1158,440,232
12007,FL,2004,8508,7375,3433,1197,597,255
12007,FL,2008,8882,7810,3450,1334,661,296
12007,FL,2012,8297,7783,2692,1380,623,320
12009,FL,1992,139344,145686,9643,10859,6858,7990
12009,FL,1996,146709,155119,10771,12327,8446,10086
12009,FL,2000,152336,161787,11945,13890,10152,12130
12009,FL,2004,163636,173295,14082,16247,13626,16182
12009,FL,2008,167428,176482,16834,19258,17535,21061
12009,FL,2012,168398,178367,18034,20978,20607,24360
12011,FL,1992,363414,408539,60268,71648,53295,55705
12011,FL,1996,368842,410456,78040,94281,77661,83206
12011,FL,2000,365644,401693,98494,120381,107983,117375
12011,FL,2004,346961,370800,118628,146853,141028,155149
12011,FL,2008,318632,332080,131580,163375,162099,180640
12011,FL,2012,311833,318660,152906,188327,193270,214887
12013,FL,1992,3341,3451,703,418,,
12013,FL,1996,3708,3715,986,441,,
12013,FL,2000,3796,3799,1115,455,396,
12013,FL,2004,4016,3908,1107,467,431,
12013,FL,2008,4439,4179,1096,492,465,217
12013,FL,2012,4554,4309,1195,483,534,238
12015,FL,1992,44109,49594,1649,1335,1439,1518
12015,FL,1996,48046,53942,1972,1759,1785,1939
12015,FL,2000,51275,57566,2216,2295,2127,2392
12015,FL,2004,56738,62549,2825,2832,2864,3271
12015,FL,2008,56994,62075,3318,3277,3747,4215
12015,FL,2012,58017,63043,3758,3565,4561,5062
12017,FL,1992,36475,40946,683,791,869,1055
12017,FL,1996,39965,44681,761,857,1146,1395
12017,FL,2000,43139,48141,861,961,1503,1786
12017,FL,2004,47258,51939,1080,1116,2072,2403
12017,FL,2008,51223,56029,1322,1337,2964,3357
12017,FL,2012,50347,55207,1480,1466,3321,3752
12019,FL,1992,34358,35826,1725,1931,1538,1965
12019,FL,1996,38002,39924,2196,2447,2146,2694
12019,FL,2000,41804,44067,2806,3100,2909,3574
12019,FL,2004,46984,49763,3863,4430,4170,5031
12019,FL,2008,52217,55389,5254,5901,5959,7075
12019,FL,2012,54380,57419,6014,6908,7328,8497
12021,FL,1992,54378,59177,2134,2108,9372,6695
12021,FL,1996,64131,70086,2914,2882,13595,9663
12021,FL,2000,74743,82085,3984,3954,19783,13996
12021,FL,2004,82487,91200,5239,5388,25611,20154
12021,FL,2008,85539,94565,6159,6372,29203,25317
12021,FL,2012,88621,98592,7150,7653,31860,29454
12023,FL,1992,12320,13189,2189,2550,,
12023,FL,1996,14578,14979,3123,2777,,
12023,FL,2000,16179,16507,3430,2990,832,693
12023,FL,2004,17519,17570,3899,3268,1147,972
12023,FL,2008,19446,19304,4777,3572,1526,1313
12023,FL,2012,19738,19459,5137,3876,1790,1519
12027,FL,1992,6982,7425,1449,1062,1501,492
12027,FL,1996,7422,7897,1556,1075,2531,782
12027,FL,2000,7651,8001,1705,1059,4239,1186
12027,FL,2004,7994,8160,1832,1079,4369,1540
12027,FL,2008,7992,7825,2037,1062,4676,1943
12027,FL,2012,8068,7844,2225,1177,4772,2263
12029,FL,1992,3865,3679,452,232,,
12029,FL,1996,4388,4136,549,248,,
12029,FL,2000,4787,4437,644,272,168,
12029,FL,2004,5218,4873,697,287,220,
12029,FL,2008,5819,5307,805,297,262,145
12029,FL,2012,5736,5300,846,313,,205
12031,FL,1992,179163,187465,48741,61407,11907,12481
12031,FL,1996,180797,190204,54071,68337,15235,16427
12031,FL,2000,183367,193423,60638,76437,19153,20679
12031,FL,2004,186773,198093,67045,83992,25878,27600
12031,FL,2008,190327,200446,73536,91609,33617,35392
12031,FL,2012,193314,203026,78619,98033,39994,42558
12033,FL,1992,73920,77525,14745,18899,4193,4730
12033,FL,1996,75539,79441,16089,20199,4970,5580
12033,FL,2000,79366,81136,18284,21716,6307,6335
12033,FL,2004,79268,81988,19116,22687,7653,7634
12033,FL,2008,77689,80223,20332,23968,8893,8703
12033,FL,2012,79678,81350,21223,25507,10253,9933
12035,FL,1992,11223,12192,778,1019,,
12035,FL,1996,14001,15245,1096,1432,,
12035,FL,2000,16620,18204,1480,1936,1093,1339
12035,FL,2004,22369,24246,2034,2539,1902,2248
12035,FL,2008,27925,30512,3165,4033,3264,3774
12035,FL,2012,29289,32327,3510,4339,3877,4553
12037,FL,1992,3141,3100,426,384,,
12037,FL,1996,3622,3345,723,386,,
12037,FL,2000,3368,3296,442,374,81,70
12037,FL,2004,3477,3374,469,344,137,
12037,FL,2008,4039,3438,1046,323,357,
12037,FL,2012,4045,3491,1116,331,432,
12039,FL,1992,6290,6705,6290,8380,465,312
12039,FL,1996,6340,6938,6947,9221,713,507
12039,FL,2000,6323,6837,7261,9443,1035,757
12039,FL,2004,6542,6710,7662,9409,1262,963
12039,FL,2008,6669,6584,8085,9659,1516,1215
12039,FL,2012,7051,6408,8590,9660,1792,1467
12041,FL,1992,3369,3418,408,104,,
12041,FL,1996,4204,4209,512,127,,
12041,FL,2000,4703,4696,532,150,218,102
12041,FL,2004,5016,5156,374,151,259,160
12041,FL,2008,5669,5678,396,167,320,222
12041,FL,2012,5738,5711,450,181,354,298
12043,FL,1992,2295,2346,287,225,,
12043,FL,1996,2888,2630,556,225,,
12043,FL,2000,3057,2826,598,221,818,487
12043,FL,2004,3420,3071,703,251,1032,643
12043,FL,2008,3627,3104,980,290,1239,735
12043,FL,2012,3789,3172,1048,318,1340,878
12045,FL,1992,3359,3594,593,646,,
12045,FL,1996,3872,3865,1051,622,,
12045,FL,2000,4528,3992,1743,619,400,
12045,FL,2004,5029,4129,2007,607,492,
12045,FL,2008,5342,4275,2031,564,510,
12045,FL,2012,5359,4235,2072,565,570,155
12047,FL,1992,2482,2288,1513,1227,,
12047,FL,1996,2807,2438,1777,1311,,
12047,FL,2000,3173,2506,2156,1368,525,153
12047,FL,2004,3505,2630,2470,1295,617,233
12047,FL,2008,3679,2802,2576,1373,620,296
12047,FL,2012,3723,2952,2570,1326,667,324
12049,FL,1992,5419,5641,607,378,1835,1224
12049,FL,1996,5680,5721,918,457,2555,1621
12049,FL,2000,5636,5631,1146,512,3383,2145
12049,FL,2004,5517,5462,1053,539,3737,2417
12049,FL,2008,5394,5325,878,600,4104,2844
12049,FL,2012,5302,5234,840,590,4189,3045
12051,FL,1992,5653,5946,1177,1347,2720,1851
12051,FL,1996,5928,5975,1560,1435,4081,2456
12051,FL,2000,5893,5863,1735,1481,5829,3159
12051,FL,2004,5712,5777,1590,1424,6387,3875
12051,FL,2008,5685,5589,1894,1568,7262,4854
12051,FL,2012,5108,5362,1540,1643,7276,5245
12053,FL,1992,38577,43200,1155,1396,1381,1519
12053,FL,1996,42092,47473,1304,1702,1866,2144
12053,FL,2000,44539,50657,1504,2047,2501,2938
12053,FL,2004,49396,55277,1819,2444,3953,4581
12053,FL,2008,54399,60760,2586,3136,6098,7103
12053,FL,2012,54309,60820,2901,3379,7039,8020
12055,FL,1992,23774,27332,1891,2214,1720,1537
12055,FL,1996,25897,29734,2088,2457,2829,2308
12055,FL,2000,26313,30162,2235,2613,4401,3172
12055,FL,2004,27804,31287,2436,2802,5265,4215
12055,FL,2008,28853,32386,2712,3122,6453,5450
12055,FL,2012,27764,31359,2941,3369,6925,6177
12057,FL,1992,223812,241233,31304,38365,44771,47236
12057,FL,1996,227480,244410,35576,43455,55391,58261
12057,FL,2000,236379,252766,41548,50570,69330,71977
12057,FL,2004,248302,265797,48504,58909,88129,92283
12057,FL,2008,252610,269875,55012,67323,108645,115503
12057,FL,2012,264258,280453,64025,76928,126914,136577
12059,FL,1992,5307,5568,478,134,,
12059,FL,1996,5901,5976,760,137,,
12059,FL,2000,6153,6148,897,148,284,163
12059,FL,2004,6576,6376,910,172,307,178
12059,FL,2008,6898,6746,872,169,320,188
12059,FL,2012,6846,6671,959,186,352,242
12061,FL,1992,32138,36019,2234,2588,1382,1142
12061,FL,1996,34056,38488,2401,2821,2054,1658
12061,FL,2000,36427,41402,2683,3155,3115,2423
12061,FL,2004,39473,44879,2896,3441,4146,3556
12061,FL,2008,41695,47214,3434,4050,5740,5025
12061,FL,2012,42845,48676,3691,4511,6426,5945
12063,FL,1992,11154,11486,3861,3668,866,
12063,FL,1996,11852,11882,4382,3829,916,
12063,FL,2000,12378,12096,4958,4014,993,431
12063,FL,2004,12779,12147,5256,4040,1135,471
12063,FL,2008,13836,12523,6296,4135,1465,553
12063,FL,2012,13620,12291,6391,4004,1626,638
12065,FL,1992,2578,2577,1563,1741,,
12065,FL,1996,2945,2794,1841,1773,,
12065,FL,2000,2972,2897,1742,1726,201,100
12065,FL,2004,3475,3155,1954,1789,254,136
12065,FL,2008,3741,3399,2009,1845,262,154
12065,FL,2012,3654,3421,1960,1888,287,179
12067,FL,1992,1789,1609,438,97,186,
12067,FL,1996,2037,1715,741,94,291,
12067,FL,2000,2135,1863,728,102,363,
12067,FL,2004,2310,1943,853,117,455,
12067,FL,2008,2630,2079,998,114,,
12067,FL,2012,2703,2162,1020,153,,
12069,FL,1992,53131,59656,3924,4747,1999,1916
12069,FL,1996,60425,67285,4440,5260,3083,2979
12069,FL,2000,68752,76077,5072,5980,4802,4588
12069,FL,2004,79029,86812,6459,7450,8413,8425
12069,FL,2008,86733,94878,8543,9739,12609,13356
12069,FL,2012,87682,96636,9701,10978,14875,16126
12071,FL,1992,121002,133787,5869,7184,7178,6375
12071,FL,1996,132322,145876,6830,8271,11042,9557
12071,FL,2000,143321,157483,7986,9586,16643,13878
12071,FL,2004,162229,175993,10472,12235,25338,22434
12071,FL,2008,176781,189810,14040,16008,39819,37501
12071,FL,2012,184659,199384,16402,18533,44608,44030
12073,FL,1992,52149,55689,14307,18235,3554,3036
12073,FL,1996,54477,58548,17152,22072,4089,4164
12073,FL,2000,56175,60491,20481,25974,5037,5292
12073,FL,2004,58331,62917,22301,28503,6577,6847
12073,FL,2008,61769,66002,24244,31147,8038,8488
12073,FL,2012,62969,67565,27342,34621,10008,10629
12075,FL,1992,8442,9198,797,1216,,
12075,FL,1996,9615,10399,881,1321,,
12075,FL,2000,10707,11476,971,1432,523,538
12075,FL,2004,11740,12468,1109,1465,708,696
12075,FL,2008,12588,13520,1191,1479,1139,985
12075,FL,2012,12513,13428,1268,1425,1306,1108
12077,FL,1992,1778,1563,586,185,,
12077,FL,1996,2125,1713,841,206,,
12077,FL,2000,2162,1734,835,222,273,
12077,FL,2004,2369,1839,920,218,309,
12077,FL,2008,2600,2063,1025,211,355,89
12077,FL,2012,2590,2008,1123,228,369,101
12079,FL,1992,3641,3566,2197,2207,,
12079,FL,1996,3907,3787,2435,2321,,
12079,FL,2000,4015,3965,2521,2445,400,146
12079,FL,2004,4179,4042,2659,2456,476,
12079,FL,2008,4315,4099,2709,2605,522,221
12079,FL,2012,4343,4089,2817,2616,556,234
12081,FL,1992,71754,84016,4601,5573,4359,3620
12081,FL,1996,76694,88703,5192,6224,6414,5285
12081,FL,2000,81837,93303,5999,7102,9396,7645
12081,FL,2004,89586,100571,6813,8244,12465,10880
12081,FL,2008,93322,103942,7760,9460,16192,14924
12081,FL,2012,96645,108057,9051,10891,18254,17814
12083,FL,1992,64751,71587,7065,8837,2878,3139
12083,FL,1996,72751,80614,7847,9665,4268,4570
12083,FL,2000,79283,88128,8677,10504,6125,6336
12083,FL,2004,88410,98008,9761,11915,8630,8937
12083,FL,2008,96521,107694,11727,14615,12945,13547
12083,FL,2012,96346,108093,13410,16146,14852,15506
12085,FL,1992,36802,40668,2339,1722,2325,1617
12085,FL,1996,40025,44363,2362,1851,2987,2190
12085,FL,2000,42869,47492,2485,1971,3788,2892
12085,FL,2004,46506,50885,2714,2090,5030,3978
12085,FL,2008,47264,51330,2997,2322,6362,5172
12085,FL,2012,48263,52851,3321,2569,7435,6062
12086,FL,1992,205557,225403,107833,130481,368346,414901
12086,FL,1996,185579,197124,116449,140362,422817,475369
12086,FL,2000,168819,173831,126641,152184,480527,538877
12086,FL,2004,157345,157121,131786,157948,531705,598024
12086,FL,2008,150497,146426,133277,159047,580423,651643
12086,FL,2012,169052,163056,146440,170765,635835,707911
12087,FL,1992,28519,25047,1396,1288,4172,3920
12087,FL,1996,28616,25152,1407,1287,4835,4419
12087,FL,2000,27779,24116,1419,1246,5335,4668
12087,FL,2004,26836,23024,1499,1344,5758,5226
12087,FL,2008,24803,21181,1514,1321,6046,5405
12087,FL,2012,24535,21467,1760,1521,6801,6210
12089,FL,1992,14507,15090,1271,1606,242,274
12089,FL,1996,16465,17225,1305,1652,324,365
12089,FL,2000,18621,19535,1374,1706,474,476
12089,FL,2004,20777,21788,1452,1644,692,715
12089,FL,2008,23586,24628,1617,1823,1082,1087
12089,FL,2012,25004,26252,1710,1923,1257,1342
12091,FL,1992,47743,46139,4530,3944,2704,3829
12091,FL,1996,51054,49688,5096,4366,3369,4687
12091,FL,2000,52860,51772,5609,4703,4014,5394
12091,FL,2004,55780,55267,6168,5283,5128,6518
12091,FL,2008,55353,55239,6228,5491,5945,7358
12091,FL,2012,57563,56303,6993,6073,7592,8834
12093,FL,1992,8983,9431,546,548,1508,
12093,FL,1996,9161,9553,813,555,1983,
12093,FL,2000,9643,9963,1339,597,2784,1471
12093,FL,2004,10242,10382,1462,644,3387,1847
12093,FL,2008,10495,10488,1538,696,3751,2207
12093,FL,2012,10045,10156,1671,808,3877,2584
12095,FL,1992,192073,196541,32507,36835,32457,33458
12095,FL,1996,194656,199176,39545,44984,47397,49659
12095,FL,2000,199691,204026,48596,55511,68240,71751
12095,FL,2004,206593,209438,58588,68030,90223,96628
12095,FL,2008,210084,211008,68157,78844,115103,125121
12095,FL,2012,215846,216803,77707,89637,138134,150266
12097,FL,1992,33937,36182,1849,2157,6288,6671
12097,FL,1996,36538,38780,2612,2996,10827,11615
12097,FL,2000,38191,40311,3577,4040,17645,19063
12097,FL,2004,41554,43498,5470,6119,26596,29255
12097,FL,2008,42051,43807,8013,8584,38476,42635
12097,FL,2012,42578,44309,9404,10088,47850,52895
12099,FL,1992,274971,313773,33222,36834,32015,29580
12099,FL,1996,295899,337723,39718,44567,43362,41188
12099,FL,2000,308826,350858,47152,52943,57145,54678
12099,FL,2004,322109,363449,57258,65273,76672,75246
12099,FL,2008,316720,355296,65592,75155,92347,92124
12099,FL,2012,317016,354246,75814,87731,108617,110351
12101,FL,1992,101029,116023,1623,1721,4118,4342
12101,FL,1996,108628,123909,1920,1987,5764,6080
12101,FL,2000,116906,132509,2229,2350,7942,8260
12101,FL,2004,131012,145032,3847,3863,12310,13194
12101,FL,2008,142959,156318,6069,6329,19206,21294
12101,FL,2012,143034,156349,7879,7849,22781,25420
12103,FL,1992,287259,338567,18801,23941,12459,13459
12103,FL,1996,289340,336216,21002,26294,17071,18223
12103,FL,2000,292710,334736,23641,29199,22978,23731
12103,FL,2004,290273,327269,26062,31611,28289,29811
12103,FL,2008,283328,316349,27919,33702,33055,35625
12103,FL,2012,282874,314177,30666,36646,37977,41902
12105,FL,1992,123303,137168,15486,17924,7917,6886
12105,FL,1996,129053,143036,17225,19702,11978,10199
12105,FL,2000,133688,147443,19140,21804,17710,14625
12105,FL,2004,141171,154521,21759,24473,23956,21328
12105,FL,2008,149191,162397,26095,29155,35439,33643
12105,FL,2012,151151,164582,29162,32566,40843,40417
12107,FL,1992,19245,20506,3194,3883,728,683
12107,FL,1996,19997,21179,3344,4016,1037,985
12107,FL,2000,20033,21075,3440,4050,1405,1307
12107,FL,2004,20788,21624,3541,4232,1784,1690
12107,FL,2008,21389,22166,3629,4262,2151,2042
12107,FL,2012,20943,21816,3697,4270,2461,2285
12109,FL,1992,29100,31663,2047,2553,916,1052
12109,FL,1996,34488,37616,2197,2668,1231,1388
12109,FL,2000,40282,43847,2391,2834,1629,1787
12109,FL,2004,48483,52639,2711,3182,2615,2961
12109,FL,2008,57028,61881,3212,3683,4066,4704
12109,FL,2012,63469,69046,3679,4126,5532,6168
12111,FL,1992,48109,51874,7142,8288,3145,2744
12111,FL,1996,52307,56803,7965,9249,4545,3984
12111,FL,2000,54908,60029,8740,10118,6312,5487
12111,FL,2004,62683,67882,10908,12562,9764,9068
12111,FL,2008,67621,72293,15196,17566,15640,15635
12111,FL,2012,68850,74158,17184,20066,17636,18409
12113,FL,1992,28662,29749,1083,1115,943,1244
12113,FL,1996,33686,34931,1515,1250,1352,1724
12113,FL,2000,37630,38955,2046,1368,1850,2266
12113,FL,2004,43794,45036,2684,1683,2574,3080
12113,FL,2008,47284,48031,3705,1986,3335,3808
12113,FL,2012,50687,50892,5260,2456,4289,4784
12115,FL,1992,102859,120807,3265,4237,3153,3257
12115,FL,1996,109157,127251,3558,4480,4493,4523
12115,FL,2000,114896,132912,3976,4837,6258,6099
12115,FL,2004,123821,141106,4557,5410,8869,8640
12115,FL,2008,128723,146229,5242,6156,11450,11465
12115,FL,2012,130979,148979,5919,6826,13150,13884
12117,FL,1992,90204,96556,7394,8975,9125,10121
12117,FL,1996,95092,101580,8798,10469,12486,14026
12117,FL,2000,100315,106779,10511,12254,16675,18738
12117,FL,2004,103779,111895,12012,14165,21477,24390
12117,FL,2008,105296,113874,13765,16146,27270,30852
12117,FL,2012,107222,116366,15480,18128,32229,36730
12119,FL,1992,10635,11343,1682,1453,430,
12119,FL,1996,13928,14238,2688,1653,1117,
12119,FL,2000,17793,18058,3430,1881,2365,790
12119,FL,2004,22557,22468,4565,1833,2979,1124
12119,FL,2008,31652,32768,5466,1924,3500,1638
12119,FL,2012,38980,41504,5361,2070,3607,2082
12121,FL,1992,8185,9180,1042,1366,,
12121,FL,1996,9192,10264,1103,1437,,
12121,FL,2000,10255,11320,1190,1527,858,463
12121,FL,2004,11149,12009,1338,1559,1125,696
12121,FL,2008,11933,12863,1470,1639,1415,908
12121,FL,2012,13122,13004,2665,1693,1652,1138
12123,FL,1992,4868,5143,834,1013,,
12123,FL,1996,5365,5385,1372,1069,,
12123,FL,2000,5522,5591,1407,1095,223,168
12123,FL,2004,5961,5713,1729,1112,362,189
12123,FL,2008,6799,6028,2412,1169,593,232
12123,FL,2012,7057,6101,2627,1173,758,264
12125,FL,1992,3612,2266,1776,370,,
12125,FL,1996,4163,2481,2017,389,,
12125,FL,2000,4481,2678,2055,434,432,80
12125,FL,2004,4897,2914,2348,460,452,107
12125,FL,2008,5416,3238,2602,428,495,151
12125,FL,2012,5156,3174,2501,435,,171
12127,FL,1992,126548,139929,10210,11964,7163,6885
12127,FL,1996,132729,146733,11076,13061,9415,9219
12127,FL,2000,139321,153106,12294,14495,12130,11979
12127,FL,2004,147159,159677,14094,16250,15884,16259
12127,FL,2008,149833,161250,16066,17858,20389,21431
12127,FL,2012,149089,160763,17068,19533,22743,24404
12129,FL,1992,4769,4964,553,666,,
12129,FL,1996,6075,6141,808,732,,
12129,FL,2000,7111,6984,1102,789,274,
12129,FL,2004,8163,7718,1567,817,397,279
12129,FL,2008,9182,8739,1828,1025,488,347
12129,FL,2012,9751,8936,2585,1075,688,437
12131,FL,1992,10305,10442,727,705,277,
12131,FL,1996,12231,12232,991,748,429,
12131,FL,2000,13902,13796,1306,798,669,543
12131,FL,2004,16273,16235,1384,839,1010,787
12131,FL,2008,18186,18272,1425,896,1326,1118
12131,FL,2012,19477,19528,1552,958,1684,1460
12133,FL,1992,5070,5641,689,787,,
12133,FL,1996,5974,6118,1188,813,,
12133,FL,2000,6428,6501,1204,850,388,256
12133,FL,2004,6838,6725,1356,889,416,282
12133,FL,2008,7855,7208,1904,960,511,290
12133,FL,2012,8009,7251,2014,991,566,358
13001,GA,1992,4299,4763,844,1059,,
13001,GA,1996,4469,4910,896,1117,,
13001,GA,2000,4546,4976,966,1180,,160
13001,GA,2004,4659,5000,1028,1205,483,253
13001,GA,2008,4627,5028,1141,1198,607,345
13001,GA,2012,4748,5083,1242,1180,668,409
13003,GA,1992,1502,1675,438,537,,
13003,GA,1996,1677,1826,445,562,,
13003,GA,2000,1626,1742,423,530,439,265
13003,GA,2004,1660,1770,431,543,571,385
13003,GA,2008,1707,1771,448,534,655,436
13003,GA,2012,1722,1825,441,527,713,462
13005,GA,1992,2721,3076,318,453,,
13005,GA,1996,2876,3212,360,500,,
13005,GA,2000,2867,3142,383,539,,
13005,GA,2004,2949,3134,422,522,,129
13005,GA,2008,3065,3248,576,576,287,171
13005,GA,2012,3029,3213,576,610,352,229
13007,GA,1992,626,720,508,671,,
13007,GA,1996,675,751,571,735,,
13007,GA,2000,676,743,590,735,,
13007,GA,2004,691,752,619,720,,
13007,GA,2008,656,704,599,665,,
13007,GA,2012,633,647,525,593,,
13009,GA,1992,9072,8616,6186,5615,,
13009,GA,1996,9675,8684,6883,5835,,
13009,GA,2000,10025,8535,7509,5978,442,385
13009,GA,2004,10291,9083,7468,6206,514,461
13009,GA,2008,10545,9634,7404,6629,563,547
13009,GA,2012,10007,9555,6808,6760,679,662
13011,GA,1992,3642,3752,117,126,,
13011,GA,1996,4173,4280,131,135,,
13011,GA,2000,4765,4872,163,159,235,149
13011,GA,2004,5303,5378,176,160,352,227
13011,GA,2008,5835,5958,190,153,430,274
13011,GA,2012,6096,6151,191,173,438,362
13013,GA,1992,9561,10350,975,1264,254,208
13013,GA,1996,11524,12253,1150,1452,462,361
13013,GA,2000,13432,14133,1359,1664,916,679
13013,GA,2004,15336,16214,1755,1992,1542,1306
13013,GA,2008,17683,18920,2322,2704,2488,2263
13013,GA,2012,18493,19998,2379,2920,2809,2593
13015,GA,1992,18051,19232,1560,1888,359,302
13015,GA,1996,19947,21249,1726,2047,623,492
13015,GA,2000,22814,24305,2026,2345,1200,836
13015,GA,2004,25311,26755,2543,2838,1995,1498
13015,GA,2008,27918,29683,3023,3492,2673,2146
13015,GA,2012,29000,30763,3269,3711,2842,2478
13017,GA,1992,3704,4376,1264,1812,,
13017,GA,1996,3857,4461,1412,1964,,
13017,GA,2000,3769,4258,1511,2047,,214
13017,GA,2004,3674,4056,1566,2066,410,269
13017,GA,2008,3699,4120,1728,2231,392,281
13017,GA,2012,3736,4048,1805,2304,395,297
13019,GA,1992,4179,4642,420,534,,
13019,GA,1996,4551,4961,460,582,,
13019,GA,2000,4827,5194,489,629,171,
13019,GA,2004,5170,5525,527,698,261,
13019,GA,2008,5544,6054,576,762,282,224
13019,GA,2012,5831,6136,644,799,,286
13021,GA,1992,29882,34488,17377,23553,,758
13021,GA,1996,28994,33506,18675,25297,,1056
13021,GA,2000,27358,31642,19817,26654,1374,1382
13021,GA,2004,26318,29786,20848,27973,1861,1824
13021,GA,2008,25151,28062,22042,29568,2309,2277
13021,GA,2012,24534,26870,23887,31104,2794,2650
13023,GA,1992,2789,3108,595,806,,
13023,GA,1996,2863,3186,629,864,,
13023,GA,2000,2948,3269,697,954,,
13023,GA,2004,2985,3341,740,1074,,
13023,GA,2008,3132,3485,866,1215,,
13023,GA,2012,3277,3615,854,1224,,
13025,GA,1992,3647,3811,151,184,,
13025,GA,1996,4208,4374,165,188,,
13025,GA,2000,4773,4882,175,197,,
13025,GA,2004,5332,5468,176,200,,81
13025,GA,2008,5861,5991,178,211,,116
13025,GA,2012,6196,6464,191,225,,154
13027,GA,1992,3102,3564,1484,2171,,
13027,GA,1996,3262,3669,1566,2229,,
13027,GA,2000,3403,3777,1679,2303,266,123
13027,GA,2004,3494,3766,1660,2172,294,186
