county.fips,state,year,whitemale,whitefemale,blackmale,blackfemale,other.male,other.female
1001,AL,1992,9619,10378,1818,2369,,
1001,AL,1996,10809,11685,1971,2560,,
1001,AL,2000,11895,12876,2107,2728,332,362
1001,AL,2004,13074,13966,2386,3008,439,507
1001,AL,2008,14215,15264,2737,3498,538,643
1001,AL,2012,15013,15972,3162,3802,651,784
1003,AL,1992,32455,35299,3495,4261,,760
1003,AL,1996,38630,41864,3982,4611,,995
1003,AL,2000,44055,47498,4377,4853,1374,1289
1003,AL,2004,48944,52646,4740,5333,2235,1953
1003,AL,2008,54481,58956,5215,5816,3113,2899
1003,AL,2012,59160,64196,5801,6586,3929,3688
1005,AL,1992,5377,5623,3470,4035,,
1005,AL,1996,5746,5628,4086,4256,,
1005,AL,2000,5913,5521,4481,4443,371,162
1005,AL,2004,5772,5160,4821,4394,471,275
1005,AL,2008,5624,4939,4946,4386,554,386
1005,AL,2012,5604,4767,5091,4323,571,377
1007,AL,1992,4763,5045,1050,1154,,
1007,AL,1996,5262,5413,1365,1216,,
1007,AL,2000,5548,5858,1199,1312,,
1007,AL,2004,6041,6128,2012,1384,195,90
1007,AL,2008,6409,6344,2292,1437,230,
1007,AL,2012,6534,6421,2475,1413,286,128
1009,AL,1992,13814,14960,169,194,,
1009,AL,1996,15269,16363,181,203,,
1009,AL,2000,16828,17817,201,226,1115,687
1009,AL,2004,17590,18756,259,276,1305,887
1009,AL,2008,18433,19704,282,266,1617,1134
1009,AL,2012,18656,20165,340,304,1741,1331
1011,AL,1992,1348,1107,2372,2685,,
1011,AL,1996,1357,1073,2673,2814,,
1011,AL,2000,1323,989,2846,2815,202,
1011,AL,2004,1297,843,2820,2677,305,142
1011,AL,2008,1363,770,2922,2653,275,212
1011,AL,2012,1347,728,2904,2673,300,221
1013,AL,1992,4432,5195,2164,2973,,
1013,AL,1996,4448,5148,2267,3107,,
1013,AL,2000,4363,4962,2298,3165,,
1013,AL,2004,4286,4831,2406,3261,,
1013,AL,2008,4153,4737,2584,3572,134,
1013,AL,2012,4079,4673,2628,3615,195,
1015,AL,1992,32397,35759,6006,7524,,
1015,AL,1996,32658,35924,6192,7775,,967
1015,AL,2000,31106,34684,5968,7727,1031,1019
1015,AL,2004,31454,34638,6633,8334,1309,1329
1015,AL,2008,31889,35077,7163,9021,1683,1600
1015,AL,2012,31983,35231,7465,9404,1867,1750
1017,AL,1992,8362,9573,3695,4760,,
1017,AL,1996,8207,9335,3889,4980,,
1017,AL,2000,8020,9040,4059,5207,,
1017,AL,2004,7715,8571,4128,5197,212,191
1017,AL,2008,7513,8226,4212,5244,273,227
1017,AL,2012,7494,8224,4230,5330,359,269
1019,AL,1992,6734,7282,396,453,,
1019,AL,1996,7579,8160,412,483,,
1019,AL,2000,8221,8780,429,518,,
1019,AL,2004,8588,9121,438,503,,
1019,AL,2008,8963,9396,470,467,,
1019,AL,2012,9228,9570,457,447,,
1021,AL,1992,10256,11159,1034,1237,,
1021,AL,1996,11127,12109,1110,1342,,
1021,AL,2000,12060,13050,1188,1450,,
1021,AL,2004,12431,13447,1258,1500,848,533
1021,AL,2008,12809,13738,1322,1490,1070,771
1021,AL,2012,12948,13899,1399,1580,1258,897
1023,AL,1992,3130,3505,1975,2472,,
1023,AL,1996,3157,3531,2027,2571,,
1023,AL,2000,3129,3457,2060,2613,,
1023,AL,2004,3003,3315,2001,2499,,
1023,AL,2008,2875,3092,2008,2458,,
1023,AL,2012,2802,3073,1969,2382,,
1025,AL,1992,5378,6056,3141,3869,,
1025,AL,1996,5333,6027,3229,4025,,
1025,AL,2000,5349,6053,3362,4271,,
1025,AL,2004,5303,5838,3283,4272,,114
1025,AL,2008,5245,5616,3365,4353,128,148
1025,AL,2012,5082,5449,3408,4367,146,183
1027,AL,1992,3954,4446,604,736,,
1027,AL,1996,4059,4540,639,759,,
1027,AL,2000,4186,4629,654,803,143,
1027,AL,2004,4177,4593,685,801,,
1027,AL,2008,4163,4547,695,833,,
1027,AL,2012,4063,4404,654,734,179,
1029,AL,1992,4272,4577,159,195,,
1029,AL,1996,4457,4738,159,184,,
1029,AL,2000,4798,5017,163,190,,
1029,AL,2004,4875,5108,173,197,,
1029,AL,2008,4997,5263,178,198,,
1029,AL,2012,5120,5373,183,206,144,
1031,AL,1992,11902,12715,2068,2505,291,
1031,AL,1996,12167,13021,2304,2705,,
1031,AL,2000,12028,12935,2473,2855,641,714
1031,AL,2004,12489,13213,2476,2947,953,942
1031,AL,2008,13250,13924,2658,3140,1413,1246
1031,AL,2012,13988,14503,2951,3296,1570,1522
1033,AL,1992,15512,17319,2457,3262,,
1033,AL,1996,15812,17661,2567,3380,,
1033,AL,2000,15963,17818,2678,3502,307,
1033,AL,2004,15892,17659,2761,3474,405,
1033,AL,2008,15936,17731,2750,3527,509,455
1033,AL,2012,15923,17783,2926,3616,602,518
1035,AL,1992,2974,3261,1544,2152,,
1035,AL,1996,3009,3248,1616,2279,,
1035,AL,2000,2891,3084,1636,2324,48,60
1035,AL,2004,2800,2898,1668,2259,63,58
1035,AL,2008,2724,2782,1882,2343,,
1035,AL,2012,2702,2721,1836,2362,,
1037,AL,1992,2688,2818,1183,1270,,
1037,AL,1996,2922,2941,1370,1357,,
1037,AL,2000,2891,2945,1238,1418,,
1037,AL,2004,2855,2922,1238,1420,,56
1037,AL,2008,2847,3049,1247,1415,115,80
1037,AL,2012,2926,2976,1348,1346,117,93
1039,AL,1992,11067,12667,1218,1712,,
1039,AL,1996,11420,12904,1270,1726,,
1039,AL,2000,11490,12849,1296,1706,170,215
1039,AL,2004,11361,12650,1322,1690,220,224
1039,AL,2008,11614,12771,1376,1793,288,250
1039,AL,2012,11714,12998,1457,1815,353,316
1041,AL,1992,3428,3971,921,1294,,
1041,AL,1996,3464,4000,934,1324,,
1041,AL,2000,3523,4032,966,1367,,
1041,AL,2004,3521,4015,971,1313,,
1041,AL,2008,3531,3965,1063,1306,167,111
1041,AL,2012,3646,3982,1100,1336,197,149
1043,AL,1992,23852,26142,190,187,,
1043,AL,1996,25347,27574,231,210,,
1043,AL,2000,26293,28381,271,239,824,564
1043,AL,2004,26629,28461,303,268,1066,760
1043,AL,2008,27203,29063,301,272,1324,1031
1043,AL,2012,27663,29461,362,308,1376,1190
1045,AL,1992,14107,13685,2477,2925,,
1045,AL,1996,13756,13759,2561,3195,630,
1045,AL,2000,13375,13435,2736,3437,739,922
1045,AL,2004,13440,13513,2849,3565,961,1041
1045,AL,2008,13554,13756,2837,3672,1104,1184
1045,AL,2012,13791,13865,2992,3688,1311,1367
1047,AL,1992,6702,7823,6888,10007,,
1047,AL,1996,6323,7325,7290,10495,,
1047,AL,2000,5901,6766,7615,10873,161,179
1047,AL,2004,5470,6135,8080,10967,164,187
1047,AL,2008,4985,5544,8576,11497,188,181
1047,AL,2012,4733,5224,8701,11526,247,
1049,AL,1992,18799,21232,291,370,,
1049,AL,1996,19849,22291,295,395,,
1049,AL,2000,20654,22981,315,421,1529,1057
1049,AL,2004,20896,22888,355,398,2234,1744
1049,AL,2008,21164,22974,382,410,2778,2396
1049,AL,2012,21431,23155,411,428,3193,2830
1051,AL,1992,14507,14957,4181,3542,,
1051,AL,1996,16229,16964,4550,3864,,
1051,AL,2000,18204,18968,5160,4245,445,457
1051,AL,2004,19483,20720,5221,4660,667,684
1051,AL,2008,20946,22992,5544,5348,875,983
1051,AL,2012,21400,24025,5931,6147,981,1114
1053,AL,1992,8735,9434,3396,3423,,
1053,AL,1996,8981,9519,3902,3585,,
1053,AL,2000,9146,9525,4375,3768,545,
1053,AL,2004,9042,9298,4345,3837,,607
1053,AL,2008,9011,9043,4688,3883,758,659
1053,AL,2012,9086,9090,5012,3923,852,714
1055,AL,1992,29767,34361,3867,5143,383,343
1055,AL,1996,30304,34715,4048,5422,556,479
1055,AL,2000,30293,34234,4177,5639,938,713
1055,AL,2004,30217,33823,4417,5774,1148,920
1055,AL,2008,30297,33541,4686,6027,1425,1095
1055,AL,2012,30475,33636,5005,6260,1608,1361
1057,AL,1992,5439,6148,638,821,,
1057,AL,1996,5543,6234,641,835,,
1057,AL,2000,5650,6306,639,848,,
1057,AL,2004,5570,6085,661,827,,84
1057,AL,2008,5481,5877,680,814,93,
1057,AL,2012,5407,5793,694,770,119,
1059,AL,1992,9256,10682,381,469,,
1059,AL,1996,9705,11104,395,486,,
1059,AL,2000,9558,10847,390,483,990,488
1059,AL,2004,9364,10420,398,448,1172,695
1059,AL,2008,9166,10115,433,434,1571,999
1059,AL,2012,9188,10086,499,476,1669,1208
1061,AL,1992,7429,8312,737,983,,
1061,AL,1996,7730,8630,749,1001,,
1061,AL,2000,7936,8795,751,1024,250,188
1061,AL,2004,8015,8802,836,1007,286,244
1061,AL,2008,8331,9082,814,1038,374,283
1061,AL,2012,8488,9219,893,1056,424,338
1063,AL,1992,779,856,2075,2942,,
1063,AL,1996,770,828,2127,2955,,
1063,AL,2000,743,785,2159,2943,,
1063,AL,2004,756,753,2276,2917,,
1063,AL,2008,702,745,2326,2837,,
1063,AL,2012,647,677,2314,2829,,
1065,AL,1992,2258,2520,2405,3265,,
1065,AL,1996,2329,2592,2541,3395,,
1065,AL,2000,2761,2635,3413,3591,,
1065,AL,2004,2573,2493,3027,3459,,
1065,AL,2008,2477,2523,2916,3575,,
1065,AL,2012,2390,2458,2807,3532,,
1067,AL,1992,3616,4061,1485,1941,,
1067,AL,1996,3729,4162,1464,1963,,
1067,AL,2000,3913,4335,1516,2023,104,
1067,AL,2004,4039,4444,1563,2051,133,
1067,AL,2008,4249,4669,1655,2080,150,
1067,AL,2012,4403,4817,1570,1977,166,154
1069,AL,1992,21583,24560,5064,6908,379,
1069,AL,1996,22001,24930,5521,7393,,
1069,AL,2000,22711,25687,6028,7995,692,672
1069,AL,2004,23411,26222,6611,8568,910,908
1069,AL,2008,25031,27629,7386,9529,1257,1241
1069,AL,2012,25956,28714,8099,10300,1530,1559
1071,AL,1992,15928,17557,572,733,,
1071,AL,1996,16893,18535,596,734,,
1071,AL,2000,17717,19312,641,737,602,595
1071,AL,2004,17738,19280,620,724,700,673
1071,AL,2008,17762,19249,614,717,776,736
1071,AL,2012,17937,19273,642,680,850,806
1073,AL,1992,147350,170191,66981,89292,2937,2967
1073,AL,1996,143072,164221,71557,94708,4656,4201
1073,AL,2000,136918,155533,75207,99291,7380,5808
1073,AL,2004,132371,148849,77955,103008,9781,7651
1073,AL,2008,128248,143000,81477,107244,12391,9813
1073,AL,2012,126222,140338,85400,111779,13095,11419
1075,AL,1992,4737,5349,518,677,,
1075,AL,1996,4838,5404,544,686,,
1075,AL,2000,4920,5403,543,706,,
1075,AL,2004,4811,5162,506,684,,
1075,AL,2008,4695,5072,503,687,,
1075,AL,2012,4604,4911,513,656,,
1077,AL,1992,25810,29040,2184,2956,,
1077,AL,1996,26898,30245,2367,3162,335,
1077,AL,2000,27493,30854,2480,3294,488,476
1077,AL,2004,27920,31106,2591,3370,701,644
1077,AL,2008,28870,32148,2836,3509,934,871
1077,AL,2012,29047,32535,2994,3637,1102,1038
1079,AL,1992,9057,9589,1326,1633,,
1079,AL,1996,9443,10069,1355,1678,,
1079,AL,2000,9850,10522,1407,1743,704,782
1079,AL,2004,9928,10546,1346,1653,,844
1079,AL,2008,9918,10562,1345,1636,868,876
1079,AL,2012,9942,10665,1330,1619,924,
1081,AL,1992,25352,24666,5862,7578,978,783
1081,AL,1996,27567,27138,6613,8458,1162,1037
1081,AL,2000,30754,30550,7468,9530,1469,1327
1081,AL,2004,32081,32406,8180,10337,2168,1777
1081,AL,2008,34817,35526,9296,11534,3001,2337
1081,AL,2012,38343,38921,10753,13275,4021,3329
1083,AL,1992,17434,18368,2754,2428,,
1083,AL,1996,18527,19330,3173,2580,,
1083,AL,2000,19795,20452,3568,2788,826,563
1083,AL,2004,21035,21523,3674,2938,1159,868
1083,AL,2008,23625,23833,4195,3371,1642,1374
1083,AL,2012,25846,26439,4550,4034,2103,1851
1085,AL,1992,1195,1313,2314,3169,,
1085,AL,1996,1259,1325,2466,3305,,
1085,AL,2000,1353,1356,2672,3516,,
1085,AL,2004,1266,1258,2689,3357,,
1085,AL,2008,1176,1180,2698,3294,,
1085,AL,2012,1079,1100,2587,3149,,
1087,AL,1992,1393,1349,5996,7756,,
1087,AL,1996,1378,1333,5874,7734,,
1087,AL,2000,1364,1287,5907,7774,,
1087,AL,2004,1342,1282,5614,7387,,
1087,AL,2008,1281,1265,5536,7304,,
1087,AL,2012,1359,1328,5396,6868,151,
1089,AL,1992,70359,73349,15345,18073,3047,3295
1089,AL,1996,71061,74919,17008,20265,3699,3981
1089,AL,2000,71916,76141,18737,22758,4429,4690
1089,AL,2004,75267,79376,21046,25461,6104,6000
1089,AL,2008,81067,84946,24067,29207,8239,7757
1089,AL,2012,86460,89960,26402,32405,9532,9381
1091,AL,1992,3935,4394,3048,4155,,
1091,AL,1996,3908,4319,3075,4232,,
1091,AL,2000,3814,4171,3090,4292,,
1091,AL,2004,3673,4025,3108,4198,107,121
1091,AL,2008,3554,3881,3213,4314,134,141
1091,AL,2012,3501,3807,3260,4146,165,171
1093,AL,1992,10115,11047,392,305,,
1093,AL,1996,10703,11588,483,325,,
1093,AL,2000,10647,11494,527,330,172,
1093,AL,2004,10529,11386,526,328,219,
1093,AL,2008,10561,11447,598,359,238,200
1093,AL,2012,10464,11357,617,379,274,248
1095,AL,1992,24583,28004,322,390,,
1095,AL,1996,26475,30013,355,407,,
1095,AL,2000,26262,29675,360,394,1888,1276
1095,AL,2004,26500,29777,419,435,2677,1875
1095,AL,2008,27599,30845,486,458,3558,2747
1095,AL,2012,28431,31652,637,545,4169,3179
1097,AL,1992,88297,98365,31885,43103,3018,3086
1097,AL,1996,88659,97762,34077,45620,3778,3762
1097,AL,2000,88493,96527,36140,48037,4697,4463
1097,AL,2004,87981,95592,37796,49679,5791,5266
1097,AL,2008,89552,96408,40436,52662,7202,6493
1097,AL,2012,90000,97340,43109,55640,8218,7559
1099,AL,1992,4945,5375,2486,3103,,
1099,AL,1996,5010,5494,2648,3330,,
1099,AL,2000,4839,5394,2716,3447,156,177
1099,AL,2004,4793,5198,2777,3452,169,184
1099,AL,2008,4717,5098,2872,3533,176,177
1099,AL,2012,4571,5008,2914,3624,196,218
1101,AL,1992,42426,47430,24992,32641,1301,
1101,AL,1996,41729,46150,28454,36339,1645,1645
1101,AL,2000,39922,43863,31152,39300,2082,1993
1101,AL,2004,37094,40891,32844,42313,3072,2705
1101,AL,2008,34922,37972,36207,46358,4398,3732
1101,AL,2012,33104,35744,38603,49165,4736,4202
1103,AL,1992,31984,34908,2929,3679,547,
1103,AL,1996,32855,35771,3338,4034,962,
1103,AL,2000,33172,35926,3694,4355,1823,1332
1103,AL,2004,33436,35937,3895,4611,2460,1803
1103,AL,2008,34152,36838,4278,5000,3366,2572
1103,AL,2012,34841,37443,4739,5420,3706,3024
1105,AL,1992,1481,1703,1942,2725,,
1105,AL,1996,1396,1604,2041,2836,,
1105,AL,2000,1288,1463,2096,2879,,
1105,AL,2004,1203,1343,2113,2818,,
1105,AL,2008,1188,1311,2107,2739,,
1105,AL,2012,1099,1277,2049,2646,,
1107,AL,1992,4367,4830,2162,3080,,
1107,AL,1996,4316,4754,2249,3174,,
1107,AL,2000,4231,4629,2332,3267,,77
1107,AL,2004,4204,4519,2409,3248,,91
1107,AL,2008,4184,4426,2388,3322,,
1107,AL,2012,4194,4391,2448,3215,,
1109,AL,1992,6372,7062,2489,3635,,
1109,AL,1996,6411,7047,2735,3866,,
1109,AL,2000,6475,7067,2954,4073,,
1109,AL,2004,6631,7071,3193,4317,410,363
1109,AL,2008,6973,7310,3491,4560,587,479
1109,AL,2012,7412,7591,3728,4881,701,540
1111,AL,1992,5599,6215,1295,1662,,
1111,AL,1996,5810,6443,1378,1694,,
1111,AL,2000,6026,6641,1464,1740,,
1111,AL,2004,6149,6747,1476,1780,,149
1111,AL,2008,6282,6880,1439,1775,218,
1111,AL,2012,6327,6890,1415,1717,242,230
1113,AL,1992,10361,11394,5407,7009,177,207
1113,AL,1996,10628,11637,5870,7608,263,279
1113,AL,2000,10070,11020,5818,7615,349,418
1113,AL,2004,9712,10784,5953,7833,521,558
1113,AL,2008,9941,10836,6167,8282,734,712
1113,AL,2012,11128,11515,7795,9045,1157,1067
1115,AL,1992,16755,17540,1815,1395,,
1115,AL,1996,18813,19738,2021,1521,,
1115,AL,2000,20759,21771,2164,1622,391,336
1115,AL,2004,22609,23624,2404,1760,553,510
1115,AL,2008,25932,27237,2831,2227,770,745
1115,AL,2012,27236,28741,3107,2565,929,854
1117,AL,1992,33281,35579,2299,2874,,
1117,AL,1996,39279,42261,2766,3425,,
1117,AL,2000,44514,48212,3218,3932,1908,1545
1117,AL,2004,49648,53489,4568,5408,3259,2598
1117,AL,2008,54507,59157,5979,7223,4857,4018
1117,AL,2012,57154,62363,7230,8898,5579,4924
1119,AL,1992,1684,1827,2859,3952,,
1119,AL,1996,1589,1730,2946,4064,,
1119,AL,2000,1427,1573,2845,3976,,
1119,AL,2004,1302,1487,2967,4064,,
1119,AL,2008,1242,1396,3011,4181,,55
1119,AL,2012,1200,1441,3057,4103,,
1121,AL,1992,18025,19849,6514,7696,,
1121,AL,1996,18724,20477,7273,8184,,
1121,AL,2000,19489,21102,8109,8788,561,322
1121,AL,2004,19615,21058,8277,9126,691,424
1121,AL,2008,19730,21160,8540,9657,950,537
1121,AL,2012,19734,21229,8766,9945,1025,623
1123,AL,1992,10309,11741,2837,3667,,
1123,AL,1996,10708,12138,2911,3839,,
1123,AL,2000,11045,12269,3167,3943,,147
1123,AL,2004,10794,11834,3183,4017,285,254
1123,AL,2008,10932,11818,3360,4232,421,349
1123,AL,2012,10993,11704,3410,4247,482,412
1125,AL,1992,40114,42276,11041,14808,1072,884
1125,AL,1996,40660,42835,12293,16383,1294,1119
1125,AL,2000,41135,43167,13445,17862,1651,1403
1125,AL,2004,42627,44554,14225,18793,2349,1850
1125,AL,2008,46058,47884,16075,20909,3034,2383
1125,AL,2012,48247,50265,17895,23167,3515,2996
1127,AL,1992,21999,24605,1154,1572,,
1127,AL,1996,22645,25310,1232,1578,,
1127,AL,2000,22997,25669,1281,1596,337,310
1127,AL,2004,22478,25028,1288,1564,477,393
1127,AL,2008,22225,24469,1299,1528,654,479
1127,AL,2012,21914,23953,1297,1529,691,550
1129,AL,1992,3829,4069,1231,1549,,
1129,AL,1996,3994,4239,1313,1608,,
1129,AL,2000,4099,4329,1383,1663,,
1129,AL,2004,4158,4388,1353,1652,,
1129,AL,2008,4162,4347,1359,1650,490,519
1129,AL,2012,4223,4373,1349,1597,490,548
1131,AL,1992,1475,1707,2350,3150,,
1131,AL,1996,1395,1608,2452,3251,,
1131,AL,2000,1287,1478,2393,3288,,
1131,AL,2004,1281,1398,2427,3175,,
1131,AL,2008,1209,1315,2528,3251,,
1131,AL,2012,1183,1297,2476,3108,34,
1133,AL,1992,7784,8481,35,18,,
1133,AL,1996,8331,9089,32,20,,
1133,AL,2000,8602,9360,30,32,,
1133,AL,2004,8634,9292,36,32,,
1133,AL,2008,8741,9329,41,44,324,207
1133,AL,2012,8692,9197,63,66,315,226
2010,AK,1992,3430,1580,309,138,2292,1251
2013,AK,1996,381,193,20,,,
2013,AK,2000,325,151,37,5,1106,554
2013,AK,2004,287,130,98,7,1170,626
2013,AK,2008,267,116,170,16,1338,
2013,AK,2012,266,116,265,24,1490,
2016,AK,1996,1595,720,191,58,1483,
2016,AK,2000,1177,535,137,34,1660,895
2016,AK,2004,1156,542,218,35,1891,1004
2016,AK,2008,1035,446,270,25,1787,938
2016,AK,2012,1030,436,335,31,1978,996
2020,AK,1992,69394,63264,5096,4420,10632,12844
2020,AK,1996,69364,64708,5005,4543,12458,15258
2020,AK,2000,69367,65150,5219,4761,14883,18356
2020,AK,2004,72093,68036,5475,5114,18088,21933
2020,AK,2008,73932,68522,6054,5275,21081,25167
2020,AK,2012,76575,70823,7231,6013,25237,29409
2050,AK,1992,985,636,24,4,,
2050,AK,1996,998,678,26,4,,
2050,AK,2000,948,666,33,6,3907,
2050,AK,2004,986,683,35,11,4095,
2050,AK,2008,934,673,34,29,,3941
2050,AK,2012,959,762,53,49,4599,4297
2060,AK,1992,527,249,1,,,
2060,AK,1996,290,203,,,,
2060,AK,2000,274,196,3,2,,
2060,AK,2004,282,183,4,2,,
2060,AK,2008,239,178,1,1,,
2060,AK,2012,247,155,8,2,,
2068,AK,1992,810,495,16,1,,
2068,AK,1996,857,547,17,1,,
2068,AK,2000,746,507,21,5,68,
2068,AK,2004,756,533,15,2,,
2068,AK,2008,689,552,8,1,,
2068,AK,2012,745,561,16,4,,
2070,AK,1996,475,385,6,1,,
2070,AK,2000,474,395,10,3,,
2070,AK,2004,455,371,8,3,,
2070,AK,2008,439,338,8,1,,
2070,AK,2012,451,351,13,6,,
2090,AK,1992,24237,19951,1950,1466,2841,3485
2090,AK,1996,24465,20791,1713,1425,2963,3775
2090,AK,2000,24159,20849,1625,1416,3283,4076
2090,AK,2004,26305,22558,1785,1422,4297,4824
2090,AK,2008,29104,24372,1781,1282,4976,5420
2090,AK,2012,30767,25612,2211,1522,5999,6338
2100,AK,1992,724,642,1,,,
2100,AK,1996,784,711,1,,,
2100,AK,2000,778,742,2,3,,
2100,AK,2004,761,742,3,3,,
2100,AK,2008,871,805,6,2,,120
2100,AK,2012,879,853,12,8,,129
2110,AK,1992,8162,7862,130,62,1565,1693
2110,AK,1996,8728,8453,124,70,1791,1966
2110,AK,2000,8616,8433,134,83,2001,2222
2110,AK,2004,8764,8456,161,97,2229,2486
2110,AK,2008,8875,8343,164,93,2512,2764
2110,AK,2012,9192,8745,246,144,2815,3047
2122,AK,1992,13695,11923,116,25,,1255
2122,AK,1996,15120,13605,131,31,,1532
2122,AK,2000,15557,14169,150,44,1809,1790
2122,AK,2004,16742,15062,168,62,2018,2002
2122,AK,2008,18204,16091,170,79,2286,2247
2122,AK,2012,19500,17332,225,127,2608,2611
2130,AK,1992,4358,3806,29,10,,
2130,AK,1996,4419,3978,37,10,,
2130,AK,2000,3976,3633,40,24,947,
2130,AK,2004,3754,3439,46,29,1044,
2130,AK,2008,3797,3445,50,35,1100,
2130,AK,2012,3837,3521,74,52,1285,1363
2150,AK,1992,3672,2680,69,19,1469,
2150,AK,1996,3480,2752,61,20,1640,
2150,AK,2000,3137,2547,60,23,1720,
2150,AK,2004,2831,2436,54,30,1720,1653
2150,AK,2008,2876,2411,49,33,1783,1759
2150,AK,2012,3148,2570,93,54,2085,1940
2164,AK,1996,168,111,,,,
2164,AK,2000,152,118,1,,,
2164,AK,2004,167,118,1,,,
2164,AK,2008,171,117,2,1,,
2164,AK,2012,187,135,8,1,,
2170,AK,1992,13736,12324,132,74,905,992
2170,AK,1996,16173,14669,164,91,1144,1327
2170,AK,2000,18522,16864,206,112,1491,1768
2170,AK,2004,22079,20286,282,192,2029,2252
2170,AK,2008,26435,24207,400,274,2738,3090
2170,AK,2012,29445,27111,560,340,3546,3891
2180,AK,1992,904,583,7,,,
2180,AK,1996,910,609,8,,,
2180,AK,2000,824,601,17,11,,
2180,AK,2004,849,607,19,11,,1947
2180,AK,2008,777,547,19,7,2317,2050
2180,AK,2012,825,628,29,12,2450,2222
2185,AK,1992,731,385,23,4,,
2185,AK,1996,751,442,28,7,,
2185,AK,2000,652,437,32,12,1667,
2185,AK,2004,1349,458,43,18,1785,
2185,AK,2008,2080,491,63,26,1954,
2185,AK,2012,2450,547,78,39,2153,1758
2188,AK,1992,435,250,6,,,
2188,AK,1996,459,283,7,,,
2188,AK,2000,477,297,11,5,,
2188,AK,2004,517,326,12,12,,
2188,AK,2008,478,307,16,22,,
2188,AK,2012,493,302,31,26,,
2201,AK,1992,1665,1050,2,,,
2201,AK,1996,1643,1144,2,,,
2201,AK,2000,1414,1031,5,1,,
2201,AK,2004,1401,1004,4,2,,
2201,AK,2008,1400,1028,10,1,,
2201,AK,2012,1429,1044,14,5,,
2220,AK,1992,2497,2145,9,9,,
2220,AK,1996,2430,2192,9,10,,
2220,AK,2000,2352,2194,14,13,782,843
2220,AK,2004,2373,2268,15,18,817,878
2220,AK,2008,2368,2307,21,20,861,924
2220,AK,2012,2417,2373,36,54,909,981
2231,AK,1992,1228,821,,,,
2232,AK,1996,1033,733,,,,
2232,AK,2000,882,689,4,1,,
2232,AK,2004,893,743,5,2,,
2232,AK,2008,899,775,11,1,,
2232,AK,2012,891,773,14,7,,
2240,AK,1992,1692,1385,74,63,,
2240,AK,1996,1751,1527,42,46,,
2240,AK,2000,1721,1543,38,39,,
2240,AK,2004,1812,1495,40,31,331,329
2240,AK,2008,2274,1705,49,18,396,357
2240,AK,2012,2414,1781,57,18,438,402
2261,AK,1992,3143,2495,14,7,,
2261,AK,1996,3154,2566,13,9,,
2261,AK,2000,3077,2531,16,8,,
2261,AK,2004,3061,2471,20,6,689,697
2261,AK,2008,3001,2389,33,11,693,729
2261,AK,2012,2992,2473,54,23,759,783
2270,AK,1992,165,115,1,,,
2270,AK,1996,170,122,1,,,
2270,AK,2000,173,119,3,,,
2270,AK,2004,130,123,4,,,
2270,AK,2008,103,95,3,,,
2270,AK,2012,131,106,9,3,,
2280,AK,1992,2104,1728,1,,,
2280,AK,1996,2039,1768,2,,,
2280,AK,2000,1921,1708,9,3,,
2280,AK,2004,1789,1593,11,2,,
2280,AK,2008,1815,1597,11,3,,
2280,AK,2012,1859,1638,28,9,,
2282,AK,1996,277,140,,,,
2282,AK,2000,230,113,1,,,
2282,AK,2004,163,89,1,,,
2282,AK,2008,142,99,2,,,
2282,AK,2012,140,86,7,6,,
2290,AK,1992,1006,578,2,,,
2290,AK,1996,763,544,1,,,
2290,AK,2000,696,509,4,1,,
2290,AK,2004,672,496,4,,,
2290,AK,2008,597,421,6,6,,
2290,AK,2012,616,443,13,15,,
2910,AK,1992,624,454,3,1,,
4001,AZ,1992,3529,3721,40,23,,
4001,AZ,1996,4102,4237,64,30,,
4001,AZ,2000,4382,4431,102,45,15095,16420
4001,AZ,2004,4958,4758,121,63,15356,16549
4001,AZ,2008,5495,5263,129,59,16301,17442
4001,AZ,2012,5634,5382,158,108,18018,18986
4003,AZ,1992,23755,23276,1875,1191,9486,10590
4003,AZ,1996,26757,26074,2048,1355,10837,12092
4003,AZ,2000,28008,27355,2110,1437,11617,12869
4003,AZ,2004,29589,29071,2190,1496,12630,13942
4003,AZ,2008,31723,30482,2391,1527,13847,15105
4003,AZ,2012,32164,30347,2472,1721,15291,16165
4005,AZ,1992,21346,21195,481,401,10770,11696
4005,AZ,1996,24156,23819,477,418,12138,13269
4005,AZ,2000,25654,25364,462,431,12891,14139
4005,AZ,2004,27518,27468,562,495,14462,15801
4005,AZ,2008,28764,28509,664,575,16114,17660
4005,AZ,2012,29617,29329,739,585,17564,19365
4007,AZ,1992,10732,11671,26,23,3868,4060
4007,AZ,1996,12470,13456,48,27,4333,4537
4007,AZ,2000,13424,14473,94,51,4566,4718
4007,AZ,2004,13680,14395,109,51,4835,5010
4007,AZ,2008,14522,15023,108,59,5237,5509
4007,AZ,2012,14169,14675,145,102,5688,6011
4009,AZ,1992,5560,5293,315,56,3467,3072
4009,AZ,1996,6311,5977,380,61,4122,3502
4009,AZ,2000,6699,6280,450,71,4676,3778
4009,AZ,2004,6477,6039,462,93,5053,3914
4009,AZ,2008,7305,6610,472,73,5945,4414
4009,AZ,2012,7232,6818,452,111,6039,4703
4011,AZ,1992,1645,1557,12,3,,
4011,AZ,1996,1795,1648,9,3,,
4011,AZ,2000,1711,1517,11,9,1188,1164
4011,AZ,2004,1489,1324,19,9,1155,1116
4011,AZ,2008,1711,1463,27,19,1313,1306
